Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-,Origem
05/12/2025,10:32:06,LOC100,PONTO,PTO_DE_BORDA_APARADA_06,Y,306.51,306.41,-0.1,1.0,-1.0,C2025.3007.csv
05/12/2025,10:32:06,LOC101,PONTO,PTO_DE_BORDA_APARADA_07,Y,306.51,306.4,-0.11,1.0,-1.0,C2025.3007.csv
05/12/2025,10:32:06,LOC102,PONTO,PTO_DE_BORDA_APARADA_08,Y,306.51,306.27,-0.24,1.0,-1.0,C2025.3007.csv
05/12/2025,10:32:06,LOC103,PONTO,PTO_DE_BORDA_APARADA_09,Y,306.51,306.22,-0.29,1.0,-1.0,C2025.3007.csv
05/12/2025,18:03:54,LOC23,CÍRCULO,28359,Y,830.08,829.63,-0.44,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC23,CÍRCULO,28359,Z,273.81,273.65,-0.16,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC62,CÍRCULO,28354,Y,821.91,822.85,0.94,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC62,CÍRCULO,28354,Z,648.15,647.38,-0.77,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC63,CÍRCULO,CÍR5,Y,778.0,777.49,-0.51,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,LOC63,CÍRCULO,CÍR5,Z,405.75,405.98,0.23,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,LOC64,SLOT,SLTR1,Y,778.96,778.31,-0.65,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,LOC64,SLOT,SLTR1,Z,361.9,361.8,-0.1,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,LOC65,CÍRCULO,CÍR4,Y,745.94,745.83,-0.11,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,LOC65,CÍRCULO,CÍR4,Z,579.71,579.89,0.18,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,LOC66,CÍRCULO,CÍR3,Y,750.37,749.54,-0.83,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,LOC66,CÍRCULO,CÍR3,Z,427.84,427.63,-0.2,1.0,-1.0,C2025.3094.csv
05/12/2025,18:03:54,N/D,N/D,N/D,M,8.17,7.78,-0.39,0.8,-0.8,C2025.3094.csv
05/12/2025,18:03:54,N/D,N/D,N/D,M,374.34,373.73,-0.61,0.8,-0.8,C2025.3094.csv
05/12/2025,18:03:54,LOC67,PONTO,PNT15,T,0.0,-0.13,-0.13,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC68,PONTO,PNT16,T,0.0,-0.1,-0.1,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC69,PONTO,PNT17,T,0.0,0.33,0.33,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC70,PONTO,PNT18,T,0.0,0.17,0.17,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC71,PONTO,PNT19,T,0.0,-0.25,-0.25,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC72,PONTO,PNT20,T,0.0,0.21,0.21,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC73,PONTO,PNT21,T,0.0,0.02,0.02,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC74,PONTO,PNT22,T,0.0,0.42,0.42,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC75,PONTO,PNT23,T,0.0,0.28,0.28,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC76,PONTO,PNT24,T,0.0,0.18,0.18,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC77,PONTO,PNT25,T,0.0,0.12,0.12,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC78,PONTO,PNT26,T,0.0,-0.08,-0.08,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC79,PONTO,PNT27,T,0.0,-0.7,-0.7,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC80,PONTO,PNT28,T,0.0,-0.97,-0.97,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC81,PONTO,PNT29,T,0.0,-0.59,-0.59,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC82,PONTO,PNT30,T,0.0,-1.15,-1.15,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC83,PONTO,PNT31,T,0.0,-1.45,-1.45,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC84,PONTO,PNT32,T,0.0,-0.17,-0.17,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC85,PONTO,PNT33,T,0.0,-0.1,-0.1,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC86,PONTO,PNT34,T,0.0,-0.1,-0.1,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC87,PONTO,PNT35,T,0.0,-0.02,-0.02,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC88,PONTO,PNT36,T,0.0,-0.09,-0.09,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC89,PONTO,PNT37,T,0.0,0.07,0.07,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC90,PONTO,PNT38,T,0.0,0.36,0.36,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC91,PONTO,PNT39,T,0.0,0.14,0.14,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC92,PONTO,PNT40,T,0.0,0.49,0.49,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC93,PONTO,PNT41,T,0.0,0.29,0.29,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC94,PONTO,PNT42,T,0.0,0.3,0.3,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC95,PONTO,PNT43,T,0.0,0.33,0.33,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC96,PONTO,PNT44,T,0.0,1.34,1.34,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC97,PONTO,PNT45,T,0.0,0.41,0.41,0.5,-0.5,C2025.3094.csv
05/12/2025,18:03:54,LOC98,PONTO,PNT46,T,0.0,0.41,0.41,0.5,-0.5,C2025.3094.csv
